x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,y
18.15,y,2642.96,true,415.83761428572,0.01,-0.13,86,22.7,-6.63,114.96,194353.8406433068
0.0,b,1830.42,false,411.92003701722894,0.06,-0.15,-49,17.37,-9.88,107.55,132416.3784500023
22.21,y,1757.85,false,415.2481518336288,0.07,-0.4,90,19.88,-4.03,112.45,223190.10022935132
18.71,b,1939.47,true,414.9195048212924,0.71,1.09,71,,5.51,108.56,144207.98286551452
22.08,b,2158.0,false,401.7442335727119,1.55,3.47,63,20.3,9.99,108.82,341995.5035385333
19.75,,1997.91,false,406.66583388744635,0.82,2.0,-50,19.41,5.28,100.29,266132.35704493395
21.28,y,2002.0,false,401.06820953715106,0.39,0.58,78,15.33,-4.28,109.41,329783.93951254204
17.17,y,1832.62,false,419.9054559948862,0.3,0.55,-66,16.39,-9.91,112.23,99704.81418662005
17.86,b,1816.12,true,404.7092835714889,0.76,2.02,-45,23.08,-6.43,104.69,213349.61331422685
18.55,y,1570.6,false,415.19898013162265,0.52,1.23,9,21.55,2.96,110.82,67054.15788085623
16.53,y,2493.31,true,404.26822823231214,0.47,1.08,46,21.24,9.63,116.33,215055.30525809547
20.77,y,1652.52,false,400.4148694865154,3.17,6.5,-81,21.67,7.44,107.07,295464.0615640333
19.7,y,2420.72,true,400.39545508058245,0.43,0.83,-89,20.68,-1.58,109.49,346460.02550491743
19.84,y,2068.7,false,413.1506701785862,0.03,0.41,-38,19.67,-9.16,104.56,137827.42572433085
0.0,r,1866.2,false,416.3450492521566,3.53,7.03,54,23.36,-8.31,106.58,129024.91417299838
22.9,y,2197.39,true,402.0233622987527,0.61,0.97,40,17.79,0.17,113.63,338137.63621480536
0.0,y,1936.8,true,410.4099116477773,2.02,4.12,-51,22.89,8.5,104.8,188806.9286981416
18.62,y,2266.69,false,411.5210561212209,0.19,0.9,61,22.65,9.01,107.85,147565.24660165922
23.51,y,1694.81,true,409.62670472954215,2.45,4.41,69,18.47,1.23,111.94,329505.0206204185
20.83,,2492.27,true,418.6723903947483,2.75,5.48,-96,21.74,-7.68,105.33,271146.86161774414
18.97,y,1837.86,true,414.3204916167373,2.82,5.09,67,21.48,-9.53,108.07,135325.9497966961
19.53,r,1692.18,true,406.3737570936093,0.5,1.16,61,20.64,-2.62,111.1,250459.10838935655
18.68,y,2017.95,true,411.5717100374578,1.8,4.01,80,22.04,6.7,105.46,160464.1131024379
16.15,,1605.37,false,419.459478046258,0.55,1.48,-66,17.09,9.86,109.17,72866.44916812009
20.74,b,1512.28,true,409.8361376012341,0.06,0.09,-34,17.06,3.95,104.71,233246.1155468198
20.7,y,2207.97,false,404.3774481773018,2.12,4.02,12,18.13,-5.58,116.5,276460.7394597203
17.87,b,2460.76,false,400.16470378150035,0.87,2.2,98,20.43,-9.99,109.35,323091.6279702703
18.85,r,2142.39,true,418.88723987851364,1.34,2.8,90,18.55,-5.21,110.22,188159.65711538392
17.57,r,1673.05,false,418.8402427579441,1.68,3.76,-50,17.3,4.36,113.72,80820.43291624176
14.28,b,1940.91,true,416.0613474739394,0.1,1.17,-95,16.1,9.92,103.61,97695.85948336394
18.64,y,1689.11,false,405.241495179535,0.6,1.74,-99,20.46,6.36,112.09,295632.2592313195
21.79,b,2698.44,false,409.2500427145844,0.0,0.51,-20,24.75,-3.04,106.32,351807.68740786373
22.01,y,1810.18,false,408.4375405404588,1.29,2.36,20,19.8,-9.66,107.71,271059.7680496489
18.52,r,1617.41,false,400.9802698486007,0.72,2.18,-4,26.87,-7.39,114.21,190730.57771026413
19.49,r,2192.03,false,418.94747177982856,1.0,1.36,54,23.09,1.67,111.68,153564.88815061812
21.33,b,2602.82,false,411.89542905166087,0.23,0.67,84,23.54,9.2,119.03,274446.57480344217
20.78,b,1607.71,false,415.14529838262666,1.47,2.97,-27,18.91,8.26,105.06,114126.23317335398
22.13,y,2587.97,true,408.5541921486782,0.23,-0.33,-20,21.89,-0.26,107.68,348160.414078336
18.79,r,1730.74,true,410.50739648200107,1.38,2.34,34,30.01,-8.55,105.84,92476.58732288766
21.73,y,2135.61,true,410.4057510014256,0.12,0.72,-70,17.66,-8.97,110.5,218272.25492936865
24.39,b,1819.18,false,415.7733956646148,0.86,1.48,-30,17.62,-1.14,111.35,199293.29884787233
20.12,r,2602.73,false,404.0928552682387,0.95,1.64,-16,21.26,7.74,112.25,294877.8253801588
18.24,y,2152.53,true,415.18812212983573,2.08,4.47,-39,18.41,9.5,108.12,110208.47723458159
21.26,b,1850.93,true,414.993827330554,0.87,1.64,-69,22.84,2.53,116.85,183573.9405780637
19.75,y,2128.38,true,416.30492853433924,0.24,0.95,28,16.61,-6.76,112.88,133540.84707473067
19.33,y,2507.42,true,411.2632190038547,0.17,-0.14,-80,21.53,-9.85,113.88,207119.0879482748
22.26,r,2696.08,true,409.34943478974566,1.9,4.6,-36,17.46,-3.87,103.65,371446.16038024146
18.33,y,1891.49,false,411.62502912421894,0.83,2.15,-23,14.81,5.66,110.42,87300.16547009433
21.11,y,2478.3,false,412.292618672434,2.35,4.41,82,19.41,9.99,105.31,252658.00555483424
19.4,r,2001.04,true,414.78605257346925,1.12,2.16,-19,11.81,5.13,111.0,113327.00569903226
23.56,y,1621.35,false,407.6642086294042,0.37,0.5,28,25.26,-4.44,105.86,282144.6710982199
19.82,y,1615.3,true,407.57278034126887,0.57,0.58,25,22.36,-9.93,105.98,219094.61789323128
23.01,y,2264.07,true,416.7793841879978,0.11,0.27,-67,17.8,-6.29,110.32,254546.68721588145
19.41,y,2101.03,true,406.78934584951395,2.94,5.9,-94,15.83,3.13,109.47,328056.8168872038
17.09,b,1359.53,false,416.3200121541315,0.13,-0.42,56,14.27,9.68,-109.13,66979.50159428998
20.21,,1991.63,true,415.4725018935248,0.14,0.42,37,22.47,7.33,112.92,140941.16073699354
20.23,b,2232.14,true,415.7889979208772,0.55,1.22,8,17.83,-1.76,112.42,146852.3544463563
19.48,r,1787.2,true,415.78695090689274,0.73,1.72,96,19.98,-9.23,114.99,188526.601025034
20.58,y,1957.81,false,408.13384416031863,1.67,3.35,-16,18.27,-8.21,117.23,255605.10529360134
21.5,b,1792.27,false,402.6450367009023,0.07,-0.32,36,16.43,0.35,110.45,270119.72782294435
18.49,y,1853.16,false,414.4917056797871,0.0,-0.77,51,16.71,8.6,107.11,108488.0051391316
18.48,r,2196.25,true,415.39610581818044,0.39,1.03,-2,14.44,8.93,116.64,102911.54381596552
22.51,y,2056.55,true,410.4403771922316,0.24,0.41,66,,1.05,107.56,221759.80369492696
16.49,r,1850.42,false,417.9520441621406,0.8,1.59,-36,17.55,-7.79,112.12,57892.3475867079
21.58,r,1758.48,false,418.2924207906603,0.33,0.93,-90,20.51,-9.48,107.29,212247.24712860983
22.6,y,1769.57,false,416.89118816706036,0.04,-0.02,15,18.32,-2.45,111.4,152668.7700493243
20.49,y,2022.49,true,401.6855477964323,0.53,1.48,-7,19.11,6.83,114.22,255659.04732233545
19.94,y,1872.69,false,404.5663932195323,0.62,1.44,55,22.54,9.83,108.56,263673.9589281751
22.76,y,2195.95,false,410.4053558519466,0.81,1.64,-34,18.57,3.79,111.97,209278.96169254478
19.59,b,1981.17,true,415.21106606227625,0.21,-0.31,40,,-5.73,113.24,130160.97918304421
17.08,x,2131.78,true,407.98921359731014,1.1,2.43,-64,24.54,-9.99,105.02,233157.65426629758
21.93,r,1865.58,false,409.8101682511899,2.09,4.26,-84,22.89,-5.06,105.67,342019.23759520735
17.27,r,1490.5,false,414.2138820910103,2.52,4.85,-27,14.49,4.52,102.21,50052.492811903954
23.06,y,2024.28,true,415.885810314178,1.55,3.58,8,16.78,9.94,119.57,186383.15707500128
21.27,y,2256.61,false,419.97254150713735,0.4,1.3,-91,,6.22,112.95,252048.63232964757
18.66,y,2142.42,true,413.58207573540733,1.6,3.35,-1,19.52,-3.21,108.17,103771.10646556858
21.99,b,1868.4,true,414.31598138849193,0.69,1.3,-1,21.24,-9.7,112.08,151431.73520212012
21.45,r,2453.04,true,414.36338180480885,0.79,2.08,13,19.09,-7.27,112.22,193299.98277912554
18.33,b,1974.61,true,411.81622265035526,0.87,1.34,80,18.04,1.84,105.58,153111.9538046124
20.4,r,1896.47,false,400.4435399491901,0.2,0.35,15,18.04,9.26,108.94,245499.82679323442
0.0,y,2271.98,true,404.86311826645317,1.42,2.65,-60,19.85,8.16,102.49,247493.1746227443
20.08,r,1750.97,true,416.35806435478435,2.17,4.91,-85,18.19,-0.44,106.47,176786.46703254335
0.0,r,2051.59,false,406.78223545866257,0.18,0.1,69,14.9,-8.64,109.04,287675.62451617693
20.64,b,2133.71,true,404.2612142808985,0.63,1.13,-51,22.05,-8.89,111.46,295988.52805484674
19.91,r,1628.1,true,405.0573626296444,0.87,1.62,-14,23.64,-0.97,110.98,217008.83391701017
17.59,b,2433.75,false,400.9688716650976,1.0,1.75,-2,15.86,7.85,107.01,219225.6217035378
18.66,,2464.74,true,409.7955245108634,0.94,1.63,25,20.89,9.45,114.42,255305.3036009518
19.93,b,2248.99,false,416.7668509530536,5.74,10.56,-2,23.93,2.36,103.94,141084.6877529813
20.4,r,2185.89,true,418.6989400618216,2.84,5.26,63,21.75,-6.89,109.85,184052.07756909996
22.19,r,2018.25,false,413.53496019176544,0.29,0.76,51,22.38,-9.81,113.35,193823.00231407883
22.34,r,1836.12,true,416.2537775012305,1.27,2.41,2,20.32,-3.71,114.43,152759.94482841628
22.73,y,2378.54,true,410.79222835034255,0.04,-0.49,-40,15.92,5.8,117.13,231769.0531354826
20.13,y,2165.17,true,400.70866718463736,0.42,0.31,-48,22.27,9.98,109.31,281704.80623087
18.74,b,1916.6,true,413.5701551912732,3.17,6.28,35,22.32,4.98,111.64,105922.10935176471
18.2,b,2335.23,true,408.46004314816895,0.42,0.7,49,24.27,-4.6,115.63,254064.209603216
21.44,y,1875.46,true,414.42256650623716,3.64,7.86,49,15.95,-9.95,114.83,163850.2896452915
0.0,r,1663.5,true,411.84819692402084,0.11,-0.12,82,24.49,-6.15,107.68,171439.24796511367
22.2,r,,false,412.26836016797495,2.95,5.89,41,19.59,3.3,117.24,181198.8142513192
19.96,b,2052.67,rue,415.3649665033714,0.75,1.25,-54,20.94,9.72,112.04,156181.69169118453
22.48,!,2211.57,false,412.2394183497439,0.32,0.82,-53,22.67,7.2,109.67,221162.28947424222
23.44,r,2282.22,true,414.26668129644145,0.0,0.2,-78,20.22,-1.93,109.76,282862.0628263805
25.33,r,2014.47,false,415.4985457448958,0.86,1.88,-59,20.36,-9.3,103.6,265706.68753632973
19.1,r,1446.31,true,418.73647221301275,0.71,1.74,-22,21.2,-8.11,120.66,71814.9794363336
21.7,y,1871.78,true,410.7324737848873,0.93,1.43,85,16.47,0.53,105.67,216910.75157187477
17.83,y,2307.58,false,417.54047188933805,1.23,2.39,90,18.83,8.69,113.27,175402.9227987148
20.51,r,1831.9,true,419.4140686822655,0.83,1.43,80,26.26,8.85,110.96,182363.71951070573
22.02,b,2331.79,false,407.70545057140015,0.73,2.37,47,22.94,0.88,116.42,341323.91249688383
21.67,b,1991.36,true,409.79948767624194,0.82,1.51,-84,20.8,-7.9,106.59,350796.2071717583
21.39,y,1709.29,false,411.2489605091258,0.02,-0.21,-45,19.22,-9.42,109.98,144556.16722393726
16.47,r,1944.0,true,404.0163835638269,0.82,0.59,28,18.9,-2.27,107.85,178951.30502946733
17.45,r,2758.95,true,410.82531452673413,0.03,0.57,1,18.17,6.96,110.53,108718.61203483952
21.75,r,1947.95,false,416.9881602728446,0.45,1.04,88,22.78,9.8,118.14,229601.52729122576
16.91,r,2097.8,true,409.71556596366526,0.6,1.54,18,19.52,3.63,112.6,190906.75436705668
18.33,r,2435.72,true,407.0385139491016,1.35,2.84,22,17.2,-5.87,109.72,241628.88258586006
18.37,y,1842.05,false,417.9524075215765,0.41,1.14,14,14.61,-9.98,110.2,81504.0774159251
20.24,y,1667.26,false,415.73685694086294,1.12,2.4,-16,15.51,-4.9,112.84,103472.4928569545
21.1,r,2075.95,false,418.19399685487747,1.37,2.7,17,16.99,4.67,113.79,153250.2995138615
21.43,r,1794.69,false,407.3004991249968,5.27,11.17,-6,,9.96,112.15,255992.843715516
17.78,r,1710.06,false,412.1635721656522,0.47,0.44,-31,24.68,6.08,102.15,71995.24478078446
19.74,b,1522.35,false,412.57030061252465,0.38,0.74,-12,18.74,-3.38,116.67,85887.0590269561
19.91,y,2178.53,false,403.812517612954,0.57,1.64,-79,,-9.74,112.58,318050.9501542568
14.47,y,2322.29,false,411.41224534817394,1.58,3.66,-27,14.41,-7.14,-109.18,24815.22329347182
25.06,,2252.95,false,405.91428618205816,1.01,2.13,89,16.75,2.02,105.85,459420.9568667173
19.98,r,1823.31,false,412.27043225918527,0.06,-0.23,-93,14.54,9.33,113.92,195134.002564085
19.18,b,2348.48,false,415.3033398236456,0.03,-0.43,-69,20.75,8.06,112.54,178397.2350016517
19.87,r,2026.55,true,419.9221583758304,0.41,1.1,-39,22.52,-0.62,112.6,136150.10289446707
17.44,y,1956.93,true,413.6832787204347,0.52,1.45,0,21.61,-8.73,98.57,68544.31725716393
20.01,r,1868.87,true,401.5421074438722,0.47,1.29,-31,16.76,-8.81,105.16,243844.9595119759
17.57,y,2265.86,false,403.97519064069655,0.19,0.94,83,19.74,-0.79,108.69,277785.40623857675
18.66,r,1905.82,true,411.1587015678517,1.04,1.5,60,20.77,7.95,106.86,125763.57460149696
21.93,y,1903.19,true,418.81485157940114,0.85,1.34,-40,26.35,9.39,106.26,167325.20431781278
16.73,y,1657.3,false,401.5491913955232,1.57,3.34,24,19.75,2.19,111.27,169388.01389187117
22.13,y,2491.57,true,403.9858475141067,0.51,1.52,-10,16.46,-7.02,113.19,335450.4791009079
17.73,y,1576.12,true,418.18563144794473,0.32,1.43,-90,16.38,-9.78,106.68,134888.2348890176
15.84,,2008.51,true,411.81516862909956,0.13,0.54,-70,19.0,-3.54,109.73,88088.43332126424
21.22,r,2310.67,false,418.66139889068745,0.04,-0.19,81,20.05,5.95,102.09,238933.6557242295
25.41,b,2533.63,true,411.4673299572761,1.5,3.51,94,18.21,9.97,104.08,390528.0467154764
19.16,y,1961.35,false,402.4902528228153,0.44,0.59,52,19.59,4.83,103.32,251584.51683845485
17.3,b,2205.16,false,410.86763893277833,0.51,1.42,15,18.86,-4.75,100.23,82363.1809909322
20.0,,2047.39,false,409.91513736464225,0.55,0.61,55,25.6,-9.97,115.32,279332.05171633034
19.22,b,1944.06,false,407.96388056850054,1.67,3.83,62,28.35,-6.01,107.07,266335.0355928896
19.46,r,2323.56,false,402.2972250285442,0.97,2.21,-60,15.56,3.46,112.9,291767.166265825
19.47,b,2349.67,true,407.95306644205294,1.02,1.89,-31,23.2,9.76,110.25,270619.4363433986
20.53,r,2226.38,true,408.78338353501516,0.01,0.34,87,17.35,7.08,112.98,349912.2061608058
18.99,y,2213.16,true,414.77416150599015,0.47,1.45,-65,21.59,-2.1,115.23,157892.0743994107
18.46,r,1503.52,true,419.59516019736117,2.24,4.98,-44,20.93,-9.36,105.97,80631.98150563124
14.31,y,2183.94,,401.7479821778112,0.72,1.79,42,20.12,-8.01,109.7,150527.71905657963
20.93,y,1941.57,true,418.089377832675,0.78,1.99,-53,19.99,0.7,111.68,163655.96469003265
22.15,y,1932.65,true,402.2630090705285,0.26,0.47,-40,11.64,8.77,107.42,296704.28202984575
16.36,!,1946.37,false,407.40396582492406,3.16,6.29,-61,25.61,8.77,114.99,207192.82663421702
20.72,b,2500.27,false,415.00555264694555,1.18,2.03,-16,20.52,0.7,111.55,182363.64028165152
22.99,r,1812.21,false,405.12354647278386,0.92,1.61,88,19.51,-8.01,111.35,362562.70773538353
20.65,b,2362.9,true,406.6255967003501,1.72,4.02,4,21.55,-9.36,112.98,289915.929669072
22.01,y,2047.91,false,413.1777436550259,0.46,0.85,94,25.03,-2.1,107.32,255615.9597522329
19.17,y,2090.21,t,406.82639628195534,0.87,1.53,-7,24.19,7.08,113.11,234845.1009899592
16.64,x,2376.42,true,419.3429876972285,0.79,1.79,48,19.27,9.76,119.97,92894.29156121169
17.51,r,1672.68,true,403.9432411425001,0.27,1.01,55,23.2,3.46,114.07,208335.0583452384
21.0,y,2319.56,false,413.8746200035257,0.49,0.87,51,19.41,-6.02,106.43,195493.86116387285
22.61,x,2239.46,true,414.6031817475064,0.16,0.47,-48,19.72,-9.97,108.87,221873.71084836323
19.63,r,1840.12,true,404.9590094156848,0.34,0.79,5,13.55,-4.75,116.15,226111.83772341502
19.36,y,1883.81,true,404.87956410749314,0.06,0.77,11,23.61,4.83,113.62,225010.6927169302
17.97,r,1747.32,false,401.5664894690526,1.29,2.9,-85,21.32,9.97,110.02,261727.04688690044
23.4,y,2296.81,false,417.53580590109766,1.35,2.72,-28,17.48,5.94,110.46,230449.48595532947
23.23,y,2101.67,false,408.46143075022707,0.93,1.59,-75,17.95,-3.55,115.58,377424.95879769727
22.49,y,2041.08,true,417.0168489438604,0.01,0.28,-3,25.85,-9.78,108.93,176220.1980755401
16.9,b,1860.4,true,419.57572284174466,1.1,2.71,40,19.77,-7.02,109.25,71403.37394711353
19.1,r,1630.52,true,411.7197796314704,1.67,4.1,-17,19.2,2.19,112.15,83092.17610525635
17.45,y,1501.37,false,402.939006898539,0.58,1.06,-61,14.47,9.39,107.69,205500.77712118078
17.34,,2145.05,true,416.14258647142486,0.06,-0.41,42,,7.95,116.33,93257.1835477451
19.81,y,2288.59,true,416.97768682804315,0.23,0.29,99,18.49,-0.79,108.36,237259.5762062817
22.21,y,2773.11,false,412.46700483025984,1.45,2.91,58,,-8.81,106.64,275608.69316715514
17.93,y,2095.44,false,407.38211071345546,1.53,2.62,-66,18.0,-8.73,105.9,252328.6285743019
23.1,y,2442.64,true,400.35050656729834,0.37,0.92,-87,24.96,-0.61,111.45,428721.72537461255
23.19,y,1826.52,true,409.9955815876346,1.89,3.35,16,18.09,8.06,107.64,293900.1419040145
19.74,r,2227.75,true,408.3743750518693,0.0,0.49,82,13.11,9.33,118.97,323949.04803590965
18.47,y,1936.38,false,410.3633538010605,2.31,4.6,-55,,2.01,108.32,118479.87497541083
18.18,y,2529.26,false,407.2795732618729,1.36,2.96,-36,20.13,-7.15,110.38,251653.62368431588
19.72,!,1677.7,true,401.3725183797854,1.91,4.2,11,19.99,-9.74,118.43,216398.61004342415
19.27,r,2014.42,true,410.7284824433486,0.27,0.69,29,18.95,-3.38,106.13,117466.25607254305
18.95,b,1796.73,true,410.94703046802346,0.11,-0.1,-59,19.95,6.09,107.65,125318.73646966273
19.93,b,2213.87,false,405.13468474024006,0.03,0.21,70,16.09,9.96,101.14,310301.3515158462
20.33,r,2316.88,true,408.78103928756303,1.0,1.74,62,18.28,4.67,112.75,315507.4648424169
21.35,r,1918.06,false,419.37873032174053,0.31,0.94,-100,20.61,-4.91,110.8,241784.88262124872
23.77,y,2056.77,true,400.1833815833026,0.47,1.23,56,23.27,-9.98,105.01,357356.29372519994
20.02,b,2583.86,true,418.51903808294827,0.01,0.24,86,20.97,-5.87,113.52,242270.53989642253
20.66,r,1658.94,false,400.9423395430127,0.34,0.77,41,25.2,3.63,117.06,246309.02080020553
20.87,r,2307.44,false,413.24116993245366,0.07,0.63,-27,17.74,9.8,101.24,173023.51779781093
15.74,r,1501.16,false,416.4252107167467,0.98,2.05,51,17.78,6.95,111.88,46459.322923829495
20.32,b,1933.22,f,419.3178322694799,0.06,1.09,41,,-2.28,108.3,141987.94904095324
18.43,y,2988.05,true,403.79973281798726,0.09,0.19,-19,19.16,-9.42,112.13,275173.9102614978
22.92,!,2069.78,true,407.9090671859834,0.37,0.8,77,15.45,-7.9,107.03,370606.0401206037
22.62,y,2596.97,true,405.4267094858096,2.75,5.73,82,20.08,0.88,106.72,425323.22715014947
19.88,y,1615.63,false,414.6904943683849,0.43,1.01,86,20.35,8.86,114.97,165504.40399319658
18.5,y,1937.77,true,404.0527483692678,0.35,1.42,-67,17.7,8.68,105.19,255627.91364156615
17.76,b,1910.5,false,419.97085397258314,0.79,1.01,4,22.99,0.52,106.26,74349.25233352942
20.3,y,1832.13,false,411.30365271531673,0.25,0.58,-34,26.14,-8.11,116.1,127189.81498694033
21.09,b,1886.11,false,415.78985277266924,0.19,0.21,-84,20.25,-9.3,111.34,206998.31723762548
19.06,y,2119.14,false,401.1282130753784,0.03,0.1,-72,16.35,-1.93,115.53,284761.0483531168
22.99,r,2444.82,true,400.4865415044623,0.56,1.37,63,23.78,7.21,111.49,390515.41178988037
16.65,b,2287.43,true,409.30678500025834,2.1,3.92,0,20.2,9.72,107.78,192475.94263134417
21.73,r,2231.88,true,400.793321824653,0.31,1.2,-90,21.05,3.29,120.99,381291.7490824471
18.24,r,1407.93,true,407.25678864597296,1.6,2.43,98,17.74,-6.16,108.64,272113.21151310235
17.1,x,1915.23,false,401.0204650367563,2.03,4.52,95,25.26,-9.95,114.95,274315.7462078319
19.18,r,2003.18,true,410.22548775168883,1.36,2.53,-37,23.77,-4.59,118.02,120420.47510191552
19.37,r,1971.86,false,407.9954581739853,2.21,4.49,54,21.3,4.98,105.87,260206.682817226
19.52,,,true,401.3476302516373,1.45,2.49,34,18.87,9.98,115.04,219755.4523688838
19.74,y,2028.1,true,416.42478150299416,0.45,0.8,-20,24.14,5.8,108.88,123062.6333404642
20.41,b,2267.3,true,400.43314658409,1.19,2.21,15,20.77,-3.71,108.33,277740.605638959
18.19,y,2257.88,true,412.1023162827014,0.11,-0.22,-77,17.66,-9.81,109.25,160221.1812254435
19.86,b,2222.64,false,404.90759985797825,0.14,0.64,-66,19.01,-6.89,116.01,304072.41885149485
21.73,b,1482.55,false,419.2384617318933,0.67,1.33,-40,23.02,2.36,110.78,127092.07065587153
20.49,b,1898.4,false,413.74932147876314,0.32,0.05,-93,19.1,9.45,110.09,212806.72503493182
18.72,r,2195.17,false,412.92219097388323,1.09,1.5,29,16.29,7.84,109.68,117517.35850353909
20.25,r,2575.48,false,415.6100024139152,2.69,5.07,-36,22.93,-0.97,111.19,185136.5013147645
19.84,y,2017.14,true,414.1095905365399,0.85,2.3,-54,25.3,-8.9,114.19,149766.27633781327
19.51,y,2156.46,true,417.1122394717385,0.23,1.07,38,22.5,-8.64,115.72,137783.01421724717
23.21,y,1971.99,false,417.56272494884706,0.42,0.82,1,18.47,-0.44,113.66,183672.70658738448
20.98,y,2107.8,false,409.2340630527623,2.48,5.32,-26,22.64,8.16,114.6,281481.3034466544
0.0,b,2399.01,false,417.9470659446952,0.2,-0.08,41,18.8,9.26,102.25,202730.2198232194
19.06,b,2092.36,true,417.16189989868616,2.09,4.66,-89,16.33,1.84,103.42,190774.4927196452
17.57,y,1727.71,true,405.0500521409425,1.49,3.08,90,18.82,-7.27,107.0,263356.7667831532
20.01,b,,true,415.9491471441705,2.0,3.8,78,17.33,-9.7,106.18,198262.42753675993
18.65,,1574.96,false,406.76004845974575,1.06,2.25,14,24.47,-3.21,110.37,196129.647646264
22.46,b,2104.54,false,404.94427169792317,0.39,1.04,-68,20.48,6.23,108.46,353134.6515391125
21.33,r,2088.75,false,401.6671701970324,1.18,2.11,97,20.83,9.94,107.4,373077.07334572775
20.08,b,1784.78,true,411.8750303405078,2.02,4.54,-16,16.9,4.51,109.15,112812.67295302008
22.94,b,1642.7,true,418.8095034732866,1.0,2.11,71,,-5.06,107.3,196462.74687186506
20.15,y,2181.45,true,401.0164904039207,0.97,2.27,-24,16.2,-9.99,116.89,266854.40722533053
17.77,y,2088.9,true,400.3767521193938,0.8,1.97,8,13.77,-5.73,101.7,204558.00579626684
16.57,y,1571.02,false,401.93878844700777,0.27,1.41,-49,21.21,3.79,104.56,181982.52295492688
20.12,y,2653.67,false,401.6689149149453,1.61,3.2,77,17.57,9.83,108.08,355869.2352886791
21.06,r,1888.63,false,408.7644659900242,0.41,0.78,76,23.19,6.83,106.13,315381.8535425847
20.61,r,1472.15,false,413.66407415338904,0.26,0.65,31,19.14,-2.45,109.23,101771.97208152391
18.53,r,1931.14,false,409.1307766915446,1.68,3.35,-6,24.56,-9.48,108.08,212662.55900447266
22.66,r,1945.72,true,406.5925500709727,0.24,-0.04,17,20.85,-7.79,111.03,296259.7491962347
16.29,b,2083.95,false,409.9246883198752,0.17,0.08,-40,20.6,1.06,-105.71,192681.98173252743
19.48,y,1947.52,true,410.41170308757404,0.85,2.22,93,23.47,8.94,102.8,195409.78413526507
20.06,y,2155.69,false,409.8719907932122,0.76,1.77,64,16.67,8.59,110.94,299927.62524526974
21.48,b,1804.94,false,415.4275487094116,1.27,2.28,42,20.77,0.35,109.22,154485.9779686888
25.09,y,2067.45,true,410.8281170352125,1.12,1.88,-1,13.34,-8.21,101.57,233762.77378115556
18.14,y,2046.79,false,409.7664524973102,0.6,1.36,1,20.47,-9.23,111.76,211255.90941680004
20.42,r,1732.15,false,413.21269726653844,0.94,1.29,-30,18.96,-1.75,118.06,119046.8008378495
19.12,r,2326.56,false,406.9963202601263,0.76,1.71,84,22.56,7.33,101.61,320059.7962319327
20.03,b,1782.41,true,410.7609495430737,0.58,0.69,86,16.68,9.68,113.3,183246.17120884176
25.14,r,1837.58,true,413.7294142624155,0.2,0.28,99,19.35,3.13,104.29,303570.7594926278
22.06,r,2106.23,rue,413.0098936509083,1.17,2.22,30,18.96,-6.3,113.63,183440.88299807804
20.23,y,1570.33,false,405.7102903271886,0.04,-0.35,-95,,-9.93,107.69,306830.083768467
20.86,r,2096.29,true,402.88026559227967,0.48,1.45,93,23.39,-4.43,115.18,356612.2012972883
24.52,b,1910.58,true,415.9189142918228,0.23,0.35,78,23.26,5.14,107.87,265542.8398645248
19.48,y,1715.73,true,414.57164772304844,0.18,0.52,39,20.14,9.99,111.34,107542.52527357377
21.0,x,2091.55,false,410.14523168376013,0.32,0.97,52,20.15,5.65,108.18,177986.0379035264
20.04,r,2006.21,true,408.1496095113221,0.15,0.39,47,18.0,-3.87,109.31,269171.04065750964
21.15,r,1753.06,true,402.49291714667936,2.08,3.93,84,22.76,-9.85,110.68,317110.5222705352
17.37,r,2633.23,false,403.0194065805958,0.4,1.02,-78,20.78,-6.76,111.16,283616.8129779145
17.89,x,1943.19,true,402.6770680166186,0.17,0.27,-83,17.02,2.54,106.14,268039.732704117
16.03,b,1676.74,true,411.2673038859931,0.18,0.26,-8,19.3,9.51,103.78,34509.546767151754
18.59,r,1765.24,true,418.0686852525534,2.76,5.18,-67,18.84,7.73,104.76,124776.32414601404
18.27,b,1484.12,true,418.19329155672057,0.52,1.16,-21,25.2,-1.14,109.78,64315.629794493216
20.54,y,1321.93,true,412.8774961769172,0.91,1.32,-66,18.39,-8.98,112.06,122751.00982010906
20.62,y,1896.41,false,408.2695724956434,0.13,0.27,27,19.38,-8.55,107.44,257097.14950034494
18.2,r,2227.65,true,415.0046362061386,0.48,1.84,-86,19.16,-0.26,111.13,173517.90177758047
22.77,y,2536.92,true,400.72235534985487,0.24,0.75,-36,23.14,8.26,112.61,368086.92736920534
20.55,b,1643.09,true,416.16730441662645,1.42,2.43,-15,20.24,9.19,117.46,109256.73574656085
21.26,r,2577.44,true,417.35310999481624,0.13,0.19,51,23.9,1.67,104.14,224449.13215578787
21.14,y,1846.32,false,416.4369525694339,0.02,0.75,90,25.01,-7.39,112.93,213156.88714959985
19.08,b,1653.5,false,400.73284511227433,1.36,3.2,81,18.48,-9.66,100.57,270763.8472916644
19.2,r,2077.2,false,402.87692021592267,3.52,6.76,-24,17.39,-3.04,114.47,239819.80726563607
19.58,y,1984.79,false,414.9500616645126,2.59,5.11,53,21.96,6.36,112.4,141354.53046406468
20.08,r,1642.23,true,415.1417547647335,2.42,5.07,7,20.44,9.92,107.98,97858.5160063897
